key	value
QUEST_MASTERY_OF_BELLS_DESCRIPTION	Avehay ouyay usedyay Agicmay Ellsbay eforebay, ittlelay oneyay? Eythay areyay uiteqay eriousmystay... ellway, eythay <i>ereway</i> eriousmystay. Ortunatelyfay orfay usyay, <color=cyan>Iyay avehay uncoveredyay ethay ecretssay otay useyay emthay atyay eirthay aximummay owerpay!</color>\n \n \n<color=yellow>Aketay isthay ollscray. Eadingray ityay illway eachtay ouyay otay argechay andyay eleaseray owerfulpay agicmay eyondbay omprehensioncay...</color>\n \n<color=yellow>Ahyay, ightray... inyay anyyay asecay ifyay ouryay indmay angeschay, eturnray otay emay, andyay Iyay ancay ovidepray otay ouyay asyay anymay ollsscray asyay ouyay eednay... Eepkay inyay indmay, ethay illskay ollscray illway anishvay ifyay ouyay opdray ityay.</color>
QUEST_MASTERY_OF_BELLS_COMPLETE_RETURN_MESSAGE	Eturnray otay Angelayay inyay Anctumsay.
QUEST_TRIGGER_USEBELLSCROLL_PREFIX	Ellbay Asterymay Ollscray
QUEST_TRIGGER_USEBELLSCROLL_SUFFIX	eadray
QUEST_MASTERY_OF_SCEPTERS_NAME	Asterymay ofyay Eptersscay
QUEST_MASTERY_OF_SCEPTERS_DESCRIPTION	Afteryay anymay earsyay ofyay intensiveyay udyingstay, <color=cyan>Iyay avehay uncoveredyay ethay ecretssay ofyay utilizingyay Agicmay Eptersscay!</color> Ittlelay oneyay, ouldway ouyay ebay interestedyay inyay earninglay emthay asyay ellway? <color=yellow>Ifyay osay, Iyay ancay ovidepray ouyay isthay illskay ollscray.</color> \n \n \n<color=cyan>Useyay ityay, andyay ouyay illway understandyay owhay otay arpenshay ouryay indmay otay uchsay eaponsway...</color>\n \n<color=yellow>Ohyay esyay, ifyay ouyay angechay ouryay indmay, eturnray otay emay, andyay Iyay ancay ovidepray otay ouyay asyay anymay ollsscray asyay ouyay eednay... Eepkay inyay indmay, ethay illskay ollscray illway anishvay ifyay ouyay opdray ityay.</color>\n
QUEST_MASTERY_OF_SCEPTERS_COMPLETE_RETURN_MESSAGE	Eturnray otay Angelayay inyay Anctumsay.
QUEST_TRIGGER_USESCEPTERSCROLL_PREFIX	Epterscay Asterymay Ollscray
QUEST_TRIGGER_USESCEPTERSCROLL_SUFFIX	eadray
QUEST_THE_KEEP_WITHIN_NAME	Ethay Eepkay Ithinway
QUEST_THE_KEEP_WITHIN_DESCRIPTION	Ethay orldway isyay ealinghay, ittlelay oneyay... Eway ustmay eesay atwhay ieslay utherfay eyondbay andyay esspray onyay. <color=cyan>Ifyay emorymay ervessay, erethay isyay ayay ortalpay inyay ethay Effoldyay Erracetay eadinglay otay anyay Ancientyay Eepkay. Ithinway ethay eastyay andyay estway ingway amberschay, erethay areyay igilssay atthay ustmay ebay attunedyay otay ouryay oulsay.</color> Easeplay ebay eparedpray orfay atwhay aymay elldway erethay...
QUEST_THE_KEEP_WITHIN_COMPLETE_RETURN_MESSAGE	Eturnray otay Angelayay inyay Anctumsay.
QUEST_TRIGGER_SIGILTRIGGER_00_PREFIX	Estway Ingway Igilsay
QUEST_TRIGGER_SIGILTRIGGER_00_SUFFIX	attunedyay
QUEST_TRIGGER_SIGILTRIGGER_01_PREFIX	Eastyay Ingway Igilsay
QUEST_TRIGGER_SIGILTRIGGER_01_SUFFIX	attunedyay
QUEST_ANCIENT_BEINGS_NAME	Ancientyay Eingsbay
QUEST_ANCIENT_BEINGS_DESCRIPTION	It'syay oncerningcay, ittlelay oneyay. <color=cyan>Erethay areyay ovesdray ofyay ancientyay Olemsgay oamingray aroundyay Escentcray Eepkay,</color> andyay eythay areyay uiteqay ostilehay... \n \nEthay Olemsgay ereway onceyay eacefulpay onstructscay atthay endedfay offyay onstersmay, utbay ownay eythay avehay urnedtay otay aidyay emthay insteadyay. <color=cyan>Iyay ancay onlyyay assumeyay atthay ethay atteringshay ofyay ethay orldway ausedcay isthay, andyay ethay emsgay eldhay inyay eirthay eadshay ovedray emthay intoyay adnessmay...</color> Eitheryay ayway, Iyay ustmay udystay isthay attermay. \n \n<color=yellow>Efeatday 15 Olemsgay allsmay andyay argelay, andyay ollectcay 15 ofyay eirthay emsgay.</color> Ayay ewardray orfay ouryay oublestray illway ebay inyay orderyay...
QUEST_ANCIENT_BEINGS_COMPLETE_RETURN_MESSAGE	Eturnray otay Angelayay inyay Anctumsay.
QUEST_CONSUMED_MADNESS_NAME	Onsumedcay Adnessmay
QUEST_CONSUMED_MADNESS_DESCRIPTION	Ethay Anctumsay Atacombscay isn'tyay atwhay ouyay ememberray, ittlelay oneyay... Inyay actfay, <color=cyan>ethay uetray incantationyay ofyay ethay Atacombscay isyay openyay orfay usyay otay eesay, andyay it'syay uiteqay ireday.</color> Iyay understandyay atthay ouyay aymay avehay eenbay oughthray osay uchmay, utbay <i>Iyay owknay</i> atthay ouyay ancay oday isthay!\n \nEthay onlyyay ayway otay eepkay ethay Atacombscay omfray ettinggay orseway, <color=yellow>isyay otay atiatesay ethay adnessmay byyay efeatingday ethay orcesfay ofyay undeadyay inyay it'syay orstway ormfay...</color>\n \nEaseplay eturnray otay emay onceyay ouyay avehay oneday isthay asktay... <color=cyan>Iyay eatlygray urgeyay ouyay otay ingbray ealinghay itemsyay ithway ouyay inyay isthay ourneyjay!</color>
QUEST_CONSUMED_MADNESS_COMPLETE_RETURN_MESSAGE	Eturnray otay Angelayay inyay Anctumsay.
QUEST_TRIGGER_SWEEPFINISHHARD_PREFIX	Atacombscay
QUEST_TRIGGER_SWEEPFINISHHARD_SUFFIX	Earedclay (lvyay12-18)
QUEST_SPIRALING_IN_THE_GROVE_NAME	Iralingspay Inyay Ethay Ovegray
QUEST_SPIRALING_IN_THE_GROVE_DESCRIPTION	<color=cyan>Ethay Escentcray Ovegray isyay eemingtay ithway orruptioncay...</color> Asyay adsay asyay ityay isyay otay eesay owhay it'syay urnedtay isthay ayway, ityay ustmay ebay eldhay ackbay omfray ettinggay orseway. \n \n<color=cyan>Iyay owknay atthay ouyay areyay oremay anthay apablecay otay ovidepray ethay urificationpay otay isthay orruptedcay ovegray, ittlelay oneyay.</color>\n \n<color=yellow>Omfray ethay eginningbay otay ethay endyay ofyay ethay Escentcray Ovegray, ayslay allyay ethay onstersmay atthay elldway ithinway ityay.</color> Asyay ouyay owknay, eythay esideray inyay ethay azyhay arkday agicmay, andyay onlyyay appearyay enwhay ouyay omecay earnay emthay. \n \n<color=cyan>Eturnray otay emay onceyay ouyay avehay eptsway ethay ovegray omfray evilyay, andyay Iyay illway estowbay ayay ewardray otay ouyay...</color>\n
QUEST_SPIRALING_IN_THE_GROVE_COMPLETE_RETURN_MESSAGE	Eturnray otay Angelayay inyay Anctumsay.
QUEST_TRIGGER_SWEEPFINISHGROVENORMAL_PREFIX	Escentcray Ovegray
QUEST_TRIGGER_SWEEPFINISHGROVENORMAL_SUFFIX	Earedclay (lvyay15-20)
QUEST_TETHERING_GROVE_NAME	Etheringtay Ovegray
QUEST_TETHERING_GROVE_DESCRIPTION	Incesay ancientyay imestay, ethay Escentcray Eepkay asway eldhay inyay ighhay egardray amongstyay ouryay indkay orfay enerationsgay... \n \n<color=cyan>Enwhay ethay orldway atteredshay, ethay ausecay ofyay ethay Escentcray Eep'skay emiseday asway omfray anyay unfathomableyay orruptioncay.</color> Ethay oulssay omfray otheryay orldsway owhay ettledsay erethay idday otnay ivelay asyay onglay asyay eythay opedhay, andyay ethay uidsdray ofyay ouryay indkay ecamebay orruptcay abominationsyay.\n \n<color=yellow>Ouyay ancay indfay ethay Escentcray Ovegray eepday inyay ethay Escentcray Eepkay, atyay ethay Eastyay ingway. Ayay oorday ouldshay openyay onceyay ou'reyay earnay ityay. Indfay ethay aystray igilsay inyay ethay Escentcray Ovegray, andyay ethertay ityay otay ouryay oulsay.</color> Ethay onstersmay atthay urklay ethay ovegray areyay ightymay! Easeplay ebay eparedpray, ittlelay oneyay.\n
QUEST_TETHERING_GROVE_COMPLETE_RETURN_MESSAGE	Eturnray otay Angelayay inyay Anctumsay.
QUEST_TRIGGER_GROVESIGILTRIGGER_PREFIX	Escentcray Ovegray Igilsay
QUEST_TRIGGER_GROVESIGILTRIGGER_SUFFIX	Attunedyay
QUEST_THE_EFFOLD_TERRACE_NAME	Ethay Effoldyay Erracetay
QUEST_THE_EFFOLD_TERRACE_DESCRIPTION	Imesslay ambushedyay ouyay inyay ethay Atacombscay? Ellway enthay... it'syay ossiblepay atthay Iyay ancay uicklyqay iecepay isthay issueyay ogethertay.\n \nIthway ethay ardway estoredray byyay ouryay ovelylay oulsay, ethay ortalpay eadinglay otay ethay Effoldyay Erracetay ouldshay ebay openyay otay ouyay ownay.\n \n<color=cyan>Ethay ortalpay isyay ocatedlay ortheastnay ofyay ethay Atacombscay entranceyay.</color> Omfray atwhay Iyay eesay inyay ethay Erracetay, it'syay infestedyay ithway ilthyfay Imeksslay. Unlikeyay ordinaryyay imesslay, eythay areyay ongerstray andyay infusedyay ithway artay.\n \n<color=yellow>Ayslay 15 Imeksslay, enthay eturnray otay emay afelysay...</color>
QUEST_THE_EFFOLD_TERRACE_COMPLETE_RETURN_MESSAGE	Eturnray otay Angelayay inyay Anctumsay.
QUEST_CLEANING_TERRACE_NAME	Eaningclay Erracetay
QUEST_CLEANING_TERRACE_DESCRIPTION	Hmphyay, osethay astynay Imeksslay on'tday eemsay otay uitqay. Ethay <color=cyan>Effoldyay Erracetay</color> ouldcay enefitbay byyay omesay immediateyay eanupclay... \n \nErhapspay ouyay ouldcay oday emay ayay avorfay andyay owshay emthay ayay ittlelay orcefay ofyay ouryay illskay? <color=yellow>Ayslay aboutyay 20 Imeksslay,</color> andyay eturnray otay emay enwhay ouyay ancay...
QUEST_CLEANING_TERRACE_COMPLETE_RETURN_MESSAGE	Eturnray otay Angelayay inyay Anctumsay.
QUEST_DIVA_MUST_DIE_NAME	Ivaday Ustmay Ieday
QUEST_DIVA_MUST_DIE_DESCRIPTION	Ityay ookslay ikelay ouyay avehay oneday ayay eatgray ealday ofyay amageday otay ethay Ueen'sqay ivehay ofyay Imeksslay... Byyay ovingpray ouryay engthstray againstyay erhay eludedday offenseyay, it'syay imetay otay aketay erhay onyay ilewhay ethay ironyay isyay illstay othay.\n \nOmfray atwhay ethay eylay energiesyay atthay urroundsay ethay Erracetay uggestsay, <color=cyan>ethay Ueenqay ouldway appearyay ifyay erhay ildrenchay ontinuedcay otay ieday...</color>\n \nErhapspay erewhay erethay areyay oremay Imeksslay, atthay isyay erewhay eshay aymay ebay iddenhay. Iyay usttray atthay ouyay ancay endfay erhay offyay andyay eachtay erhay ayay essonlay, hmyay?
QUEST_DIVA_MUST_DIE_COMPLETE_RETURN_MESSAGE	Eturnray otay Angelayay inyay Anctumsay.
QUEST_RATTLECAGE_RAGE_NAME	Attlecageray Ageray
QUEST_RATTLECAGE_RAGE_DESCRIPTION	Hmyay... ohyay! Iyay understandyay atthay ethay Atacombscay aymay avehay eenbay allengingchay otay ouyay, esyay? O-Ohyay...? Onay? Ellway... inyay asecay ifyay ouyay idn'tday owknay, ityay eemssay asyay oughthay ethay Atacombscay iftsshay itsyay ormfay eachyay imetay ouyay enteryay. <color=cyan>Ethay ortalpay eadinglay intoyay emthay isyay orruptedcay, alwaysyay angingchay atwhay appenshay ithinway.</color>\n \n<i>Iyay owknay ou'reyay upyay otay ethay asktay, ittlelay oneyay...</i>\n \n<color=yellow>Eepsway outyay ethay evilyay atthay esidesray insideyay ethay Atacombscay, omfray ethay artstay otay ethay endyay.</color> Eturnray otay emay onceyay ouyay avehay oneday isthay allengechay <color=yellow>ormallynay...</color> andyay ofyay oursecay, easeplay ebay afesay.
QUEST_RATTLECAGE_RAGE_COMPLETE_RETURN_MESSAGE	Eturnray otay Angelayay inyay Anctumsay.
QUEST_TRIGGER_SWEEPFINISH_PREFIX	Atacombscay
QUEST_TRIGGER_SWEEPFINISH_SUFFIX	Earedclay (lvyay6-12)
QUEST_HUNTIN_HOGS_NAME	Untinhay' Ogshay
QUEST_HUNTIN_HOGS_DESCRIPTION	Ouryay oulsay isyay asyay ongstray asyay everyay, ittlelay oneyay. Whyyay on'tday eway tryyay omethingsay ayay ittlelay oremay... ellway, <i>aringday?</i>\n \n<color=cyan>Erethay isyay ayay allsmay assagepay uckedtay awayyay ithinway ethay Outeryay Anctumsay,</color> armingsway ithway awfulyay eaturescray ownknay asyay Ekboarsmay. Eythay andbray evastatingday eaponsway onyay eirthay eadshay, ookinglay otay ickpay ayay ightfay ithway anyoneyay owhay eadstray onyay eirthay urftay... \n \nIfyay ouyay ouldway, <color=yellow>isplayday ouryay illskay byyay ayingslay 20 Ekboarsmay andyay athergay 15 ofyay eirthay earsspay.</color>\n \nEturnray otay emay enwhay ouyay avehay...
QUEST_HUNTIN_HOGS_COMPLETE_RETURN_MESSAGE	Eturnray otay Angelayay inyay Anctumsay.
QUEST_MASTERY_OF_BLADES_NAME	Asterymay ofyay Adesblay
QUEST_MASTERY_OF_BLADES_DESCRIPTION	Ouyay eemsay otay ebay usingyay ouryay engthstray atherray ellway, ostlay oneyay. <color=yellow>Aketay isthay ollscray.</color> <color=cyan>Eadingray ityay illway allowyay ouyay otay olsterbay ouryay owerpay usingyay one-handedyay eleemay eaponsway.</color> Ocusfay ellway, andyay ouyay illway ebay ableyay otay argechay attackyay andyay umpjay attackyay againstyay ouryay enemiesyay ithway evastatingday orcefay.\n \n<color=yellow>Omecay ackbay otay emay anytimeyay ifyay ouyay econsiderray ouryay oicechay. Iyay illway ovidepray asyay anymay ollsscray asyay ouyay eednay. Ememberray atthay ouryay ollscray illway anishvay ifyay ouyay oselay ityay.</color>
QUEST_MASTERY_OF_BLADES_COMPLETE_RETURN_MESSAGE	Eturnray otay Enokyay inyay Anctumsay.
QUEST_TRIGGER_USEMELEESCROLL_PREFIX	Eleemay Asterymay Ollscray
QUEST_TRIGGER_USEMELEESCROLL_SUFFIX	eadray
QUEST_MASTERY_OF_HAMMERS_NAME	Asterymay ofyay Ammershay
QUEST_MASTERY_OF_HAMMERS_DESCRIPTION	<color=cyan>Ityay akestay immenseyay engthstray otay useyay eavyhay eaponsway, ostlay oneyay.</color> Iyay eesay atthay ouyay avehay otentialpay inyay usingyay emthay. <color=yellow>Ifyay ouyay inkthay ouyay ancay andlehay isthay urdenbay ofyay arway, aketay isthay ollscray.</color> <color=cyan>Eadingray ityay illway eachtay ouyay atwhay erethay isyay otay owknay inyay ashingsmay ouryay oesfay intoyay oodyblay iecespay.</color>\n \n<color=yellow>Omecay ackbay otay emay anytimeyay ifyay ouyay econsiderray ouryay oicechay. Iyay illway ovidepray asyay anymay ollsscray asyay ouyay eednay. Ememberray atthay ouryay ollscray illway anishvay ifyay ouyay oselay ityay.</color>
QUEST_MASTERY_OF_HAMMERS_COMPLETE_RETURN_MESSAGE	Eturnray otay Enokyay inyay Anctumsay.
QUEST_TRIGGER_USEHEAVYMELEESCROLL_PREFIX	Hyay. Eleemay Asterymay Ollscray
QUEST_TRIGGER_USEHEAVYMELEESCROLL_SUFFIX	eadray
QUEST_MASTERY_OF_SPEARS_NAME	Asterymay ofyay Earsspay
QUEST_MASTERY_OF_SPEARS_DESCRIPTION	Olearmspay ingbray emay ackbay otay ayay ostalgicnay imetay ofyay ainingtray. Uchmay ikelay otheryay eleemay eaponsway, <color=cyan>eythay areyay iablevay oolstay ofyay arway.</color> Iyay eesay ayay arkspay inyay ouryay eyeyay, ostlay oneyay. <color=yellow>Aketay isthay ollscray, asyay ityay illway eachtay ouyay otay applyyay igherhay illskay otay ouryay useyay ofyay olearmspay.</color>\n \n<color=yellow>Omecay ackbay otay emay anytimeyay ifyay ouyay econsiderray ouryay oicechay. Iyay illway ovidepray asyay anymay ollsscray asyay ouyay eednay. Ememberray atthay ouryay ollscray illway anishvay ifyay ouyay oselay ityay.</color>
QUEST_MASTERY_OF_SPEARS_COMPLETE_RETURN_MESSAGE	Eturnray otay Enokyay inyay Anctumsay.
QUEST_TRIGGER_USEPOLEARMSCROLL_PREFIX	Olearmpay Asterymay Ollscray
QUEST_TRIGGER_USEPOLEARMSCROLL_SUFFIX	eadray
QUEST_STRENGTH_AND_HONOR_NAME	Engthstray andyay Onorhay
QUEST_STRENGTH_AND_HONOR_DESCRIPTION	Ethay imetay ashay omecay otay akemay ethay ultimateyay ecisionday, ostlay oneyay. Iyay eesay atthay ethay engthstray andyay illskay ouyay avehay atheredgay ashay eenbay oremay anthay ufficentsay <color=cyan>otay ingbray orthfay ouryay uetray olorscay ofyay ecomingbay ayay Ighterfay.</color>\n \nEcomingbay ayay Ighterfay illway akemay ouyay ayay ivinglay eatthray againstyay ethay evilyay onstrositiesmay atthay oatcay isthay orldway. <color=yellow>Aketay isthay ometay.</color> Onceyay eadray, ouyay illway oinjay emay inyay ouryay effortyay otay ivideday ethay arknessday.\n \n<color=yellow>Ifyay ouyay appenhay otay oselay ouryay ometay undecidedyay, eturnray otay emay. Iyay ancay ovidepray asyay anymay asyay ouyay eednay.</color> <color=cyan>Eepkay inyay indmay, eadingray isthay ometay isyay irreversibleyay.</color>
QUEST_STRENGTH_AND_HONOR_COMPLETE_RETURN_MESSAGE	Eturnray otay Enokyay inyay Anctumsay.
QUEST_TRIGGER_GETFIGHTERCLASS_PREFIX	Ometay ofyay ethay Ighterfay
QUEST_TRIGGER_GETFIGHTERCLASS_SUFFIX	eadray
QUEST_ERADICATING_THE_UNDEAD_NAME	Eradicatingyay ethay Undeadyay
QUEST_ERADICATING_THE_UNDEAD_DESCRIPTION	Ethay imetay isyay ownay, ostlay oneyay. <color=cyan>Ethay Anctumsay Atacombscay inallyfay uncoveredyay itsyay uetray elfsay, andyay ethay omentmay otay ikestray erewhay ethay undeadyay eastlay expectyay ityay isyay erehay.</color> Asyay oolishfay andyay aimlessyay asyay eythay areyay, ethay undeadyay inyay isthay incantationyay areyay uthlessray inyay eirthay owerpay.\n \nEsethay onstrositiesmay ustmay ebay oppedstay eforebay eythay aimyay otay urtherfay orruptcay ouryay andlay. <color=yellow>Ayslay 25 Iasmamay, 15 Ellsludgehay, andyay 30 Oltergeistspay. Ouyay ancay indfay emthay inyay ethay ardesthay Anctumsay Atacombscay.</color> Etlay ethay undeadyay uffersay ouryay athwray, onay urvivorssay.\n
QUEST_ERADICATING_THE_UNDEAD_COMPLETE_RETURN_MESSAGE	Eturnray otay Enokyay inyay Anctumsay.
QUEST_PURGING_THE_GROVE_NAME	Urgingpay ethay Ovegray
QUEST_PURGING_THE_GROVE_DESCRIPTION	<color=cyan>Ethay Escentcray Ovegray isyay ayay alicemay otay isthay orldway.</color> Ethay eaturescray atthay armsway ithinway ethay ovegray areyay otnay upyay otay uffsnay otay ouryay andardsstay, ostlay oneyay. Ilencesay emthay, andyay utpay eirthay orruptedcay indsmay otay estray.\n \n<color=yellow>Estroyday 30 Eadwoodsday, 25 Arbunclescay, 10 Edray andyay Ueblay Inchroomsmay, andyay 15 Onolithsmay.</color> Eturnray otay emay atyay onceyay enwhay ouryay asktay isyay ompletedcay.\n
QUEST_PURGING_THE_GROVE_COMPLETE_RETURN_MESSAGE	Eturnray otay Enokyay inyay Anctumsay.
QUEST_REVILING_THE_RAGEBOARS_NAME	Evilingray ethay Ageboarsray
QUEST_REVILING_THE_RAGEBOARS_DESCRIPTION	Ethay Ageboarsray inyay Uultay Alleyvay areyay owardscay. Otay inkthay eythay ancay andstay ayay ancechay againstyay usyay isyay aughablelay.\n \n<color=cyan>Eepday inyay ethay Alleyvay isyay ayay empletay, overrunyay ithway ethay amnday ingsthay.</color> Esethay eviousday oarsbay ereway onstructedcay byyay anyay ominousyay evilyay eingbay atthay ashay onay emorseray orfay isthay orldway. Eway illway iscussday ofyay erhay enwhay ouryay imetay isyay eadyray, ostlay oneyay. Orfay ownay, eway ustmay ocusfay onyay atwhay ouyay ancay andlehay.\n \n<color=yellow>Ayslay 20 Ageboarsray. Eythay areyay iddenhay ithinway ethay empletay Iyay avehay okenspay ofyay, inyay Uultay Alleyvay.</color> Ebay advisedyay atthay oinggay eepday inyay ethay empletay ancay etgay ouyay illedkay ifyay ou'reyay otnay arefulcay.\n
QUEST_REVILING_THE_RAGEBOARS_COMPLETE_RETURN_MESSAGE	Eturnray otay Enokyay inyay Anctumsay.
QUEST_THE_COLOSSUS_NAME	Ethay Olossuscay
QUEST_THE_COLOSSUS_DESCRIPTION	Iyay eesay atthay ouyay avehay alignedyay ourselfyay ellway againstyay ethay oesfay inyay Escentcray Eepkay. Oodgay orkway, ostlay oneyay. <color=cyan>Ityay isyay imetay ownay otay aketay ayay epstay urtherfay eyondbay ethay Eepkay, otay ethay Escentcray Ovegray.</color> Atwhay ouyay illway itnessway erethay isyay ayay oulfay armsway ofyay arkday agicsmay, ithway anymay ofyay ouryay allenfay indkay omfray agesyay astpay embracingyay ethay orruptioncay.\n \nErethay areyay otway othersbray, omwhay Iyay asway onceyay amiliarfay ithway. Eythay areyay ownay ickedway Arbunclescay, eetingmay ethay amesay atefay ethay othersyay avehay. <color=cyan>Ethay othersbray eatedcray ayay olemgay, oneyay atthay isyay apablecay ofyay earingtay ethay orldway asunderyay.</color> Eway ustmay utpay anyay endyay otay eirthay owardicecay. <color=yellow>Estroyday ethay Olossuscay, enthay eturnray otay emay.</color>\n \n<color=yellow>Ifyay ouyay aven'thay oneday osay, eakspay otay Angelayay. Eshay ancay uidegay ouyay otay ethay Escentcray Ovegray.</color>\n
QUEST_THE_COLOSSUS_COMPLETE_RETURN_MESSAGE	Eturnray otay Enokyay inyay Anctumsay.
QUEST_PURGING_THE_UNDEAD_NAME	Urgingpay ethay Undeadyay
QUEST_PURGING_THE_UNDEAD_DESCRIPTION	<color=cyan>Ethay Anctumsay Atacombscay isyay ayay evernay endingyay ellscapehay, ivendray inyay ayay oalgay otay ingbray Anctumsay otay itsyay eesknay.</color> Ortunatelyfay orfay usyay, ey'rethay ootay upidstay otay ealizeray owhay ey'rethay ealingday ithway. Ethay amountyay ofyay atiencepay Iyay avehay ithway esethay atheticpay eaturescray isyay unningray inthay.\n \n<color=cyan>Ithway ethay ivledgepray ofyay myyay engthstray imbuedyay ithway ouryay oulsay, eway ancay akemay ethay undeadyay eamscray inyay agonyyay ogethertay.</color> <color=yellow>Ayslay 25 Oxinstay, 15 Eathgelsday, andyay 30 Eistsgay. Ouyay ancay indfay emthay inyay ethay ormalnay Anctumsay Atacombscay.</color> Isthay ouldshay ebay ayay umouroushay eminderray orfay ethay undeadyay otay owknay exactlyyay owhay ontrolscay isthay andlay.\n
QUEST_PURGING_THE_UNDEAD_COMPLETE_RETURN_MESSAGE	Eturnray otay Enokyay inyay Anctumsay.
QUEST_THE_VOICE_OF_ZUULNERUDA_NAME	Ethay Oicevay ofyay Uulnerudazay
QUEST_THE_VOICE_OF_ZUULNERUDA_DESCRIPTION	Istenlay. <i>Oday ouyay earhay ityay?</i> Ere'sthay ayay aintfay oundsay ofyay aughterlay inyay ethay istanceday, omingcay omfray ethay Atacombscay. <color=cyan>Ithinway ityay isyay anyay entityyay atthay isyay ethay anifestationmay atthay ontinuescay otay eanimateray ethay eadday.</color>\n \n<color=cyan>Isthay entityyay isyay amednay Ordlay Uulnerudazay.</color> Ayay "Eistlordgay", oneyay ofyay ethay igherhay elitesyay inyay ethay undeadyay anksray. Ehay ustmay ebay urgedpay. <color=yellow>Eeksay Uulnerudazay, andyay illkay imhay. Ehay isyay iddenhay ithinway ethay ediummay ayerlay ofyay ethay orruptedcay ortalpay.</color>\n \nUrryhay, ostlay oneyay... imetay isyay ofyay ethay essenceyay. <color=yellow>Eturnray otay emay enwhay ishay oodblay isyay inyay ouryay andshay.</color>\n \n<color=cyan>[Efeatday Ordlay Uulnerudazay inyay ethay (LVyay6-12) Anctumsay Atacombscay.]</color>
QUEST_THE_VOICE_OF_ZUULNERUDA_COMPLETE_RETURN_MESSAGE	Eturnray otay Enokyay inyay Anctumsay.
QUEST_GHOSTLY_GOODS_NAME	Ostlyghay Oodsgay
QUEST_GHOSTLY_GOODS_DESCRIPTION	Owy'knay, Iyay ouldcay useyay omethinsay' ofyay ouryay elphay, ifyay ayay on'tday indmay! <color=cyan>Ifyay ou'reyay upyay otay ityay, I'llyay etlay ouyay inyay onyay ayay ecretsay ootay-- utbay eepkay ityay onyay ethay ushhay ushhay!</color>\n \nI'myay ookinlay' orfay ayay ecialspay ombinationcay ofyay ostlyghay oodsgay, <color=cyan>ethay etypay atthay ancay ebay ixedmay intoyay ayay inefay illay' owderpay atthay akesmay ouyay invisibleyay!</color> \n \nIfyay ayay ouldcay, <color=yellow>etchfay emay omesay Ostdustsghay omfray emthay undeadyay ellasfay, andyay ayay andfulhay ofyay osethay eirdway illay' ollarscay ethay Eistsgay earway omfray ethay Atacombscay!</color>\n \nOmecay ackbay enwhay ayay otgay ayay oodgay amountyay ofyay emyay', ayay earhay?
QUEST_GHOSTLY_GOODS_COMPLETE_RETURN_MESSAGE	Eturnray otay Allysay inyay Anctumsay.
QUEST_SUMMORE_SPECTRAL_POWDER_NAME	Ummoresay' Ectralspay Owderpay!
QUEST_SUMMORE_SPECTRAL_POWDER_DESCRIPTION	Mmm-hmyay! At'dwhay ayay inkthay ofyay atthay owderpay, unhay? Ettypray iftynay, <i>ightray?</i>\n \nAysay, ifyay ayay antway ummoresay, owhay outbay' ouyay etchfay omesay Ostdustghay andyay Eistgay Ollarscay? Iyay on'tway ebay eedinnay' asyay anymay asyay eforebay. <color=cyan>Eepinkay' indmay-- ethay Anctumsay Atacombscay isyay ethay estbay aceplay otay etgay ethay uffstay!</color>\n \n<color=yellow>Ingbray emay... aboutyay 20 Ostdustsghay andyay 8 Eistgay Ollarscay,</color> andyay I'llyay ipwhay upyay othernay' atchbay orfay ayay! <i>I'llyay akemay ityay iggerbay ootay.</i>
QUEST_SUMMORE_SPECTRAL_POWDER_COMPLETE_RETURN_MESSAGE	Eturnray otay Allysay inyay Anctumsay.
QUEST_DEVIOUS_PACT_NAME	Eviousday Actpay
QUEST_DEVIOUS_PACT_DESCRIPTION	Ellway ooklay atyay atthay! Aven'thay ayay eenbay usybay? <color=cyan>I'veyay eenbay eaninmay' otay etlay ayay inyay onyay omethinsay', utbay it'llyay onlyyay ebay etweenbay usyay andyay ayay arespay ewfay!</color>\n \nIyay aketay ityay ayay ikelay inyshay ingsthay-- oinscay andyay ootlay? Oryay aybemay isorientingday ouryay oesfay? Iyay ancay elphay ayay ithway atthay... <color=cyan>Elievebay ityay oryay otnay, Iyay amyay ethay Anditbay Uardiangay!</color> Eway allyay orkway ardhay orfay ouryay usinessbay, <i>evenyay ifyay ityay akestay ertaincay ethodsmay otay etgay ouryay ayway.</i>\n \n<color=yellow>Aketay isthay, andyay onsidercay oiningjay emay andyay myyay ewcray! Eepinkay' indmay ayay an'tcay evertray ouryay oicechay. Ifyay ayay oselay ouryay ometay, omecay ackbay againyay!</color>
QUEST_DEVIOUS_PACT_COMPLETE_RETURN_MESSAGE	Eturnray otay Allysay inyay Anctumsay.
QUEST_TRIGGER_GETBANDITCLASS_PREFIX	Ometay ofyay ethay Anditbay
QUEST_TRIGGER_GETBANDITCLASS_SUFFIX	eadray
QUEST_MAKIN_A_VILE_BLADE_NAME	Akinmay' ayay Ilevay Adeblay
